"MID32"	"m53"	"8w"	"d90"	"Ly6c+YFP-"	"m53_Ly6c+YFP-_8w_d90"	NA	NA	"#0919ad"
"MID34"	"m53"	"8w"	"d90"	"Ly6c-YFP-"	"m53_Ly6c-YFP-_8w_d90"	NA	NA	"#1ba8e0"
