"MID60"	"m12"	"8w"	"d0"	"Ly6c+YFP-"	"m12_Ly6c+YFP-_8w_d0"	NA	NA	"#0919ad"
"MID62"	"m12"	"8w"	"d0"	"Ly6c-YFP-"	"m12_Ly6c-YFP-_8w_d0"	NA	NA	"#1ba8e0"
