"MID12"	"m11"	"8w"	"d0"	"Ly6c+YFP-"	"m11_Ly6c+YFP-_8w_d0"	NA	NA	"#0919ad"
"MID58"	"m11"	"8w"	"d0"	"Ly6c-YFP-"	"m11_Ly6c-YFP-_8w_d0"	NA	NA	"#1ba8e0"
