VJ.combi,count.seq,mouseID,analysis_type,filename,path
IGHV1-18*01_IGHJ3*01_36_2,3,m13,all_YFP,m13_all_YFP_IGHV1-18-01_IGHJ3-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-18-01_IGHJ3-01_36_2.aln.fasta
IGHV1-18*01_IGHJ3*01_36_3,3,m13,all_YFP,m13_all_YFP_IGHV1-18-01_IGHJ3-01_36_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-18-01_IGHJ3-01_36_3.aln.fasta
IGHV1-53*01_IGHJ3*01_45_1,3,m13,all_YFP,m13_all_YFP_IGHV1-53-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-53-01_IGHJ3-01_45_1.aln.fasta
IGHV1-64*01_IGHJ1*03_54_1,3,m13,all_YFP,m13_all_YFP_IGHV1-64-01_IGHJ1-03_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-64-01_IGHJ1-03_54_1.aln.fasta
IGHV1-72*01_IGHJ2*01_33_1,3,m13,all_YFP,m13_all_YFP_IGHV1-72-01_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-72-01_IGHJ2-01_33_1.aln.fasta
IGHV2-2*01_IGHJ2*01_37_1,3,m13,all_YFP,m13_all_YFP_IGHV2-2-01_IGHJ2-01_37_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV2-2-01_IGHJ2-01_37_1.aln.fasta
IGHV1-18*01_IGHJ2*01_18_1,3,m13,all_YFP,m13_all_YFP_IGHV1-18-01_IGHJ2-01_18_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-18-01_IGHJ2-01_18_1.aln.fasta
IGHV1-52*01_IGHJ3*01_39_1,3,m13,all_YFP,m13_all_YFP_IGHV1-52-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-52-01_IGHJ3-01_39_1.aln.fasta
IGHV1-53*01_IGHJ4*01_48_1,3,m13,all_YFP,m13_all_YFP_IGHV1-53-01_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-53-01_IGHJ4-01_48_1.aln.fasta
IGHV1-64*01_IGHJ2*01_48_2,3,m13,all_YFP,m13_all_YFP_IGHV1-64-01_IGHJ2-01_48_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-64-01_IGHJ2-01_48_2.aln.fasta
