MID5	m42	3w	d0	biopsy	m42_biopsy_3w_d0	NA	NA	#0ea122
MID43	m42	3w	d0	Ly6c+YFP+	m42_Ly6c+YFP+_3w_d0	NA	NA	#fcbb2d
MID44	m42	3w	d0	Ly6c+YFP-	m42_Ly6c+YFP-_3w_d0	NA	NA	#0919ad
MID45	m42	3w	d0	Ly6c-YFP+	m42_Ly6c-YFP+_3w_d0	NA	NA	#e80707
MID46	m42	3w	d0	Ly6c-YFP-	m42_Ly6c-YFP-_3w_d0	NA	NA	#1ba8e0
