MID2	m13	8w	d0	biopsy	m13_biopsy_8w_d0	NA	NA	#0ea122
MID23	m13	8w	d0	Ly6c+YFP+	m13_Ly6c+YFP+_8w_d0	NA	NA	#fcbb2d
MID24	m13	8w	d0	Ly6c+YFP-	m13_Ly6c+YFP-_8w_d0	NA	NA	#0919ad
MID25	m13	8w	d0	Ly6c-YFP+	m13_Ly6c-YFP+_8w_d0	NA	NA	#e80707
MID26	m13	8w	d0	Ly6c-YFP-	m13_Ly6c-YFP-_8w_d0	NA	NA	#1ba8e0
