"MID39"	"m32"	"9w"	"d90"	"Ly6c+YFP+"	"m32_Ly6c+YFP+_9w_d90"	NA	NA	"#fcbb2d"
"MID40"	"m32"	"9w"	"d90"	"Ly6c+YFP-"	"m32_Ly6c+YFP-_9w_d90"	NA	NA	"#0919ad"
"MID42"	"m32"	"9w"	"d90"	"Ly6c-YFP-"	"m32_Ly6c-YFP-_9w_d90"	NA	NA	"#1ba8e0"
