"MID47"	"m43"	"3w"	"d0"	"Ly6c+YFP+"	"m43_Ly6c+YFP+_3w_d0"	NA	NA	"#fcbb2d"
"MID48"	"m43"	"3w"	"d0"	"Ly6c+YFP-"	"m43_Ly6c+YFP-_3w_d0"	NA	NA	"#0919ad"
"MID49"	"m43"	"3w"	"d0"	"Ly6c-YFP+"	"m43_Ly6c-YFP+_3w_d0"	NA	NA	"#e80707"
"MID50"	"m43"	"3w"	"d0"	"Ly6c-YFP-"	"m43_Ly6c-YFP-_3w_d0"	NA	NA	"#1ba8e0"
