"MID43"	"m42"	"3w"	"d0"	"Ly6c+YFP+"	"m42_Ly6c+YFP+_3w_d0"	NA	NA	"#fcbb2d"
"MID45"	"m42"	"3w"	"d0"	"Ly6c-YFP+"	"m42_Ly6c-YFP+_3w_d0"	NA	NA	"#e80707"
