"MID23"	"m13"	"8w"	"d0"	"Ly6c+YFP+"	"m13_Ly6c+YFP+_8w_d0"	NA	NA	"#fcbb2d"
"MID25"	"m13"	"8w"	"d0"	"Ly6c-YFP+"	"m13_Ly6c-YFP+_8w_d0"	NA	NA	"#e80707"
