"MID67"	"m39"	"3w"	"d90"	"Ly6c+YFP+"	"m39_Ly6c+YFP+_3w_d90"	NA	NA	"#fcbb2d"
"MID69"	"m39"	"3w"	"d90"	"Ly6c-YFP+"	"m39_Ly6c-YFP+_3w_d90"	NA	NA	"#e80707"
